0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,class
0,74.43117626371358,146.696966567138,202.05444810743464,238.53720883753127,185.84133017173548,203.06649157357305,177.6091213873882,153.8083222715858,170.42593699317015,198.72594194015036,173.5194513592064,145.98972566588375,156.18578680533005,180.5796223276591,157.96518603793686,132.5028301584536,147.29901561110313,164.77863939236784,143.22360140703069,120.33702672078948,thumbsup
0,50.24937810560445,94.75230867899737,131.48764200486676,165.3420696616563,125.15989773086264,171.0263137648707,198.1565038044424,224.610774452162,128.08200498118384,179.7386992275175,210.52315787105223,240.401747081838,125.03599481749244,173.1040149736568,205.29490982486632,233.30880823492285,117.15374513859982,155.9134375222354,181.49655644116223,205.7790076757102,livelong
0,43.829214001622255,87.0,123.10970717209916,149.4590244849738,117.63077828527702,167.08381130438698,196.25493624365225,219.02054698132773,115.06954418958998,135.51752654177244,115.52056094046635,95.88534820294495,107.28000745712129,125.7179382586272,109.77249200050076,92.11405973031478,102.41581909060729,117.66052864066182,103.73041983911952,87.92041856133307,smile
0,55.0,104.80935072788114,147.13938969562162,181.7608318642936,124.4025723206719,140.98226838861686,156.27219842313605,173.80736463107655,104.01922899156676,126.40015822774906,107.5174404457249,94.49338601193207,76.10519036176179,106.10372283760827,89.02246907382428,74.24957912338628,47.29693436154187,87.13208364316786,75.13321502504735,58.30951894845301,heart
0,47.67598976424087,83.2586331859946,111.66467659918244,133.2066064427737,87.20665112249179,126.03570922560004,151.2084653714864,173.80736463107655,88.14193099768123,127.47548783981962,155.4155719353759,180.75950874020432,88.95504482602435,128.89142717807107,155.9134375222354,177.12425017484196,91.6624241442479,123.00406497347964,144.2809758769326,162.9969324864735,livelong
0,34.785054261852174,74.21590126111789,108.93117092916977,140.68759717899798,70.76722405181653,40.49691346263317,44.59820624195552,46.04345773288535,60.41522986797286,20.024984394500787,16.97056274847714,22.360679774997894,61.35144660071187,27.784887978899608,16.55294535724685,18.601075237738275,67.94115100585212,48.010415536631214,41.01219330881976,40.70626487409524,thumbsdown
0,89.02246907382428,192.1067411623028,268.0242526339734,321.0809866684728,232.63920563825863,241.2488341940744,177.4288589829738,160.60199251565965,220.29071700822985,230.00869548780108,150.86417732516887,142.52368224263645,207.87015177749788,223.86156436512275,146.44111444536333,130.3878828726044,198.0,211.0023696549401,156.11534197509224,141.7956275771577,thumbsup
0,59.64059020499378,108.4665847162157,140.03570973148243,169.5464538113375,151.7003625572464,207.2341670671128,240.9502023240487,267.4714938082187,149.254815667703,212.79332696304175,253.58430550804997,283.1960451701259,139.00359707575916,187.0,188.67962264113208,182.3211452355431,130.04999038831184,162.77899127344412,172.10461934532728,176.47946056127893,peace
0,42.579337712087536,80.30566605165541,109.89540481748998,135.07405376311175,101.9803902718557,138.2244551445221,159.24823389915505,178.94133116750865,101.21264743103995,138.69751259485514,160.90991268408544,182.8332573685652,96.67471230885562,131.03434664239754,151.64761785138597,167.73789077009403,90.80198235721508,118.07201192492656,134.71822445385777,149.37536610833797,livelong
0,65.19202405202648,138.53880322855397,198.600100704909,245.54632964066067,152.31546211727817,188.83061192507955,214.03737991294884,234.08759044426083,111.23398761170075,165.0272704737008,143.6175476743702,114.94781424629178,63.51377803280167,138.2931668593933,116.619037896906,86.70063436907483,36.013886210738214,118.4229707446997,102.42070103255492,73.7563556583431,heart
